"SC","名称","市場","業種","日付","株価","前日比","前日比(％)","前日終値","始値","高値","安値","VWAP","出来高","出来高率(％)","売買代金(千円)","時価総額(百万円)","値幅下限","値幅上限","高値日付","年初来高値","年初来高値乖離率(％)","安値日付","年初来安値","年初来安値乖離率(％)"
"7189","西日本フィナンシャルホールディングス","東証PR","銀行","20250502","1988","-47","-2.31","2035","2020","2032","1977","2000.87","385100","0.26","770536","291025","1535","2535","20250328","2227","10.73","20250407","1557","27.68"
"7191","イントラスト","東証ST","その他金融","20250502","863","-9","-1.03","872","872","872","855","862.74","29900","0.13","25796","19308","722","1022","20250430","880","1.93","20250407","660","30.76"
"7192","日本モーゲージサービス","東証ST","その他金融","20250502","428","2","0.47","426","425","429","424","425.64","10700","0.07","4554","6293","346","506","20250324","472","9.32","20250407","374","14.44"
"7196","Casa","東証ST","その他金融","20250502","812","-6","-0.73","818","824","824","808","812.89","39700","0.34","32272","9356","668","968","20250107","860","5.58","20250407","745","8.99"
"7198","SBIアルヒ","東証PR","その他金融","20250502","776","0","0","776","776","785","776","780.65","126100","0.28","98440","34697","626","926","20250128","897","13.49","20250407","682","13.78"
"7199","プレミアグループ","東証PR","その他金融","20250502","2111","1","0.05","2110","2109","2128","2096","2108.71","116000","0.29","244610","85580","1610","2610","20250129","2665","20.79","20250407","1683","25.43"
"7201","日産自動車","東証PR","輸送用機器","20250502","346.4","2.2","0.64","344.2","348.9","349.9","343.9","346.78","23940300","0.64","8301999","1286529","264.2","424.2","20250107","488","29.02","20250407","306","13.2"
"7202","いすゞ自動車","東証PR","輸送用機器","20250502","1945.5","18.5","0.96","1927","1950","1961.5","1936","1947.61","1464300","0.21","2851881","1388166","1527","2327","20250108","2196","11.41","20250407","1608","20.99"
"7203","トヨタ自動車","東証PR","輸送用機器","20250502","2780","29","1.05","2751","2798","2822","2773","2797.52","36047900","0.23","100844827","43910065","2251","3251","20250107","3127","11.1","20250407","2226","24.89"
"7205","日野自動車","東証PR","輸送用機器","20250502","458.6","-4.1","-0.89","462.7","467","476.9","456.6","464.74","2836900","0.49","1318430","263503","382.7","542.7","20250121","634","27.67","20250407","343","33.7"
"7208","カネミツ","東証ST","輸送用機器","20250502","811","4","0.5","807","812","812","807","810","1100","0.02","891","4160","657","957","20250108","903","10.19","20250407","745","8.86"
"7211","三菱自動車工業","東証PR","輸送用機器","20250502","398.6","5.2","1.32","393.4","397.4","401.5","393.9","397.67","10955800","0.75","4356754","582146","313.4","473.4","20250106","523","23.79","20250407","328","21.52"
"7212","エフテック","東証ST","輸送用機器","20250502","504","0","0","504","505","507","501","503.88","17600","0.09","8868","9431","404","604","20250324","593","15.01","20250407","395","27.59"
"7213","レシップホールディングス","東証ST","輸送用機器","20250502","469","-1","-0.21","470","470","475","469","471.08","11000","0.07","5182","7453","390","550","20250210","522","10.15","20250407","399","17.54"
"7214","GMB","東証ST","輸送用機器","20250502","849","-5","-0.59","854","857","858","840","848.49","13700","0.26","11624","4508","704","1004","20250108","1045","18.76","20250407","700","21.29"
"7215","ファルテック","東証ST","輸送用機器","20250502","370","4","1.09","366","368","376","368","371.83","2900","0.03","1078","3470","286","446","20250226","510","27.45","20250409","310","19.35"
"7217","テイン","東証ST","輸送用機器","20250502","747","11","1.49","736","751","751","739","746.6","500","0.01","373","3735","586","886","20250106","845","11.6","20250407","635","17.64"
"7218","田中精密工業","東証ST","輸送用機器","20250502","1031","-4","-0.39","1035","1035","1038","1031","1035.17","2300","0.02","2381","10066","735","1335","20250326","1135","9.16","20250407","901","14.43"
"7219","エッチ・ケー・エス","東証ST","輸送用機器","20250502","1975","8","0.41","1967","1968","2070","1965","2008.2","8500","0.53","17070","3160","1567","2367","20250501","2255","12.42","20250407","1846","6.99"
"7220","武蔵精密工業","東証PR","輸送用機器","20250502","2542","17","0.67","2525","2525","2564","2478","2530.18","1009600","1.54","2554473","166645","2025","3025","20250106","4110","38.15","20250407","1793","41.77"
"7222","日産車体","東証ST","輸送用機器","20250502","1038","-19","-1.8","1057","1055","1075","1025","1043.83","101000","0.07","105427","140600","757","1357","20250326","1107","6.23","20250407","850","22.12"
"7224","新明和工業","東証PR","輸送用機器","20250502","1332","13","0.99","1319","1330","1333","1316","1327.03","214300","0.31","284382","93240","1019","1619","20250324","1514","12.02","20250407","1127","18.19"
"7226","極東開発工業","東証PR","輸送用機器","20250502","2397","10","0.42","2387","2385","2400","2377","2391.55","138400","0.34","330990","96240","1887","2887","20250307","2614","8.3","20250407","1954","22.67"
"7228","デイトナ","東証ST","輸送用機器","20250502","3570","15","0.42","3555","3570","3570","3570","3570","300","0.01","1071","12868","2855","4255","20250328","3800","6.05","20250116","3310","7.85"
"7229","ユタカ技研","東証ST","輸送用機器","20250502","2184","27","1.25","2157","2155","2190","2154","2171.74","17100","0.12","37137","32367","1657","2657","20250311","2346","6.91","20250407","1795","21.67"
"7231","トピー工業","東証PR","輸送用機器","20250502","2041","-6","-0.29","2047","2055","2071","2031","2044.94","32600","0.14","66665","49142","1547","2547","20250319","2333","12.52","20250407","1724","18.39"
"7235","東京ラヂエーター製造","東証ST","輸送用機器","20250502","845","10","1.2","835","838","845","835","839.76","9100","0.09","7642","8788","685","985","20250319","1025","17.56","20250409","706","19.69"
"7236","ティラド","東証PR","輸送用機器","20250502","3835","-55","-1.41","3890","3880","3905","3820","3863.26","25900","0.39","100059","25282","3190","4590","20250321","4005","4.24","20250407","2690","42.57"
"7238","曙ブレーキ工業","東証PR","輸送用機器","20250502","102","0","0","102","103","104","101","102.43","559400","0.2","57299","27923","52","152","20250318","125","18.4","20250407","82","24.39"
"7239","タチエス","東証PR","輸送用機器","20250502","1573","6","0.38","1567","1573","1588","1568","1576.46","109600","0.31","172780","55437","1167","1967","20250213","1867","15.75","20250407","1350","16.52"
"7240","NOK","東証PR","輸送用機器","20250502","1976","2","0.1","1974","1967","1989.5","1967","1977.37","238400","0.14","471405","342122","1574","2374","20250206","2565","22.96","20250407","1796","10.02"
"7241","フタバ産業","東証PR","輸送用機器","20250502","788","4","0.51","784","794","796","782","788.72","211600","0.24","166894","70590","634","934","20250326","847","6.97","20250407","599","31.55"
"7242","カヤバ","東証PR","輸送用機器","20250502","2949","20","0.68","2929","2940","2963","2934","2952.77","120000","0.24","354332","148832","2429","3430","20250321","3075","4.1","20250407","2500","17.96"
"7244","市光工業","東証PR","電気機器","20250502","395","5","1.28","390","391","397","389","393.2","96000","0.1","37747","38063","310","470","20250327","450","12.22","20250407","330","19.7"
"7245","大同メタル工業","東証PR","輸送用機器","20250502","492","3","0.61","489","489","495","488","491.11","66600","0.14","32708","23380","409","569","20250318","532","7.52","20250407","405","21.48"
"7246","プレス工業","東証PR","輸送用機器","20250502","548","1","0.18","547","550","554","546","550.09","202500","0.2","111393","54800","447","647","20250326","610","10.16","20250407","444","23.42"
"7247","ミクニ","東証ST","輸送用機器","20250502","292","5","1.74","287","287","293","287","290.56","112400","0.33","32659","9942","207","367","20250108","342","14.62","20250407","230","26.96"
"7250","太平洋工業","東証PR","輸送用機器","20250502","1254","-1","-0.08","1255","1270","1272","1246","1257.29","104200","0.17","131009","76886","955","1555","20250131","1567","19.97","20250407","1068","17.42"
"7254","ユニバンス","東証ST","輸送用機器","20250502","355","0","0","355","356","369","347","357.57","117700","0.5","42085","8306","275","435","20250217","425","16.47","20250407","284","25"
"7255","桜井製作所","東証ST","輸送用機器","20250502","571","6","1.06","565","565","571","562","565.5","1400","0.04","792","2284","465","665","20250331","640","10.78","20250407","480","18.96"
"7256","河西工業","東証ST","輸送用機器","20250502","83","-4","-4.6","87","88","88","82","84.62","3711900","9.39","314119","3279","57","117","20250107","126","34.13","20250407","76","9.21"
"7259","アイシン","東証PR","輸送用機器","20250502","1830","-10","-0.54","1840","1850","1868.5","1830","1843.68","3577200","0.44","6595221","1480514","1440","2240","20250321","1906","3.99","20250407","1280","42.97"
"7261","マツダ","東証PR","輸送用機器","20250502","873","13","1.51","860","869","880.4","865.9","873.61","8308000","1.31","7257976","551565","710","1010","20250325","1115","21.7","20250407","723","20.75"
"7264","ムロコーポレーション","東証ST","輸送用機器","20250502","1130","-6","-0.53","1136","1145","1145","1130","1138.8","2500","0.04","2847","7397","836","1436","20250327","1270","11.02","20250407","1002","12.77"
"7265","エイケン工業","東証ST","輸送用機器","20250502","3210","15","0.47","3195","3210","3210","3200","3208","500","0.04","1604","3980","2495","3895","20250421","3850","16.62","20250407","2800","14.64"
"7266","今仙電機製作所","東証ST","輸送用機器","20250502","631","5","0.8","626","621","633","619","627.31","29800","0.13","18694","14813","526","726","20250321","665","5.11","20250407","517","22.05"
"7267","本田技研工業","東証PR","輸送用機器","20250502","1484","19","1.3","1465","1495","1517","1481","1495.57","30253500","0.57","45246296","7835520","1165","1765","20250107","1620","8.4","20250407","1156","28.37"
"7269","スズキ","東証PR","輸送用機器","20250502","1781","26.5","1.51","1754.5","1777","1796.5","1767.5","1783.38","6870900","0.35","12253396","3498928","1354.5","2154.5","20250206","2014","11.57","20250409","1463","21.74"
"7270","SUBARU","東証PR","輸送用機器","20250502","2634.5","34.5","1.33","2600","2650.5","2684","2620.5","2650.84","3615200","0.49","9583332","1931240","2100","3100","20250325","2994","12.01","20250407","2174","21.18"
"7271","安永","東証ST","輸送用機器","20250502","511","-1","-0.2","512","512","517","511","513.46","9000","0.07","4621","6612","412","612","20250422","610","16.23","20250407","381","34.12"
"7272","ヤマハ発動機","東証PR","輸送用機器","20250502","1144.5","5.5","0.48","1139","1155","1157.5","1143","1147.93","4010200","0.39","4603435","1174662","839","1439","20250106","1384","17.3","20250407","963","18.85"
"7273","イクヨ","東証ST","輸送用機器","20250502","4235","130","3.17","4105","4115","4330","3970","4143.81","34000","1.95","140890","7388","3405","4805","20250409","4835","12.41","20250106","2490","70.08"
"7276","小糸製作所","東証PR","電気機器","20250502","1827.5","90","5.18","1737.5","1741.5","1853.5","1733","1813.07","2869100","0.93","5201867","562565","1337.5","2137.5","20250130","2110","13.39","20250407","1524","19.91"
"7277","TBK","東証ST","輸送用機器","20250502","288","-3","-1.03","291","291","291","286","288.87","18600","0.06","5373","8474","211","371","20250324","325","11.38","20250407","250","15.2"
"7278","エクセディ","東証PR","輸送用機器","20250502","4290","30","0.7","4260","4300","4335","4235","4281.16","191700","0.39","820698","208467","3560","4960","20250321","5020","14.54","20250407","3555","20.68"
"7279","ハイレックスコーポレーション","東証ST","輸送用機器","20250502","1462","5","0.34","1457","1468","1468","1443","1458.15","5400","0.01","7874","55873","1157","1757","20250326","1735","15.73","20250409","1214","20.43"
"7280","ミツバ","東証PR","電気機器","20250502","835","-2","-0.24","837","838","847","831","837.83","55300","0.12","46332","38539","687","987","20250106","980","14.8","20250407","654","27.68"
"7282","豊田合成","東証PR","輸送用機器","20250502","2749.5","-24.5","-0.88","2774","2752","2789","2730.5","2753.25","620400","0.49","1708116","350875","2274","3274","20250327","2882","4.6","20250407","2201","24.92"
"7283","愛三工業","東証PR","輸送用機器","20250502","1964","42","2.19","1922","1946","1989","1938","1971.49","315200","0.5","621412","124513","1522","2322","20250325","2234","12.09","20250407","1572","24.94"
"7284","盟和産業","東証ST","輸送用機器","20250502","1014","-14","-1.36","1028","1028","1049","1013","1022.73","5200","0.15","5318","3552","728","1328","20250127","1298","21.88","20250407","899","12.79"
"7287","日本精機","東証ST","輸送用機器","20250502","1107","17","1.56","1090","1090","1107","1087","1099.26","85100","0.15","93547","64728","790","1390","20250313","1275","13.18","20250407","917","20.72"
"7291","日本プラスト","東証ST","輸送用機器","20250502","318","2","0.63","316","316","319","308","313.61","191900","0.99","60182","6172","236","396","20250107","370","14.05","20250407","265","20"
"7292","村上開明堂","東証ST","輸送用機器","20250502","5550","-40","-0.72","5590","5500","5550","5470","5523.75","2400","0.02","13257","67155","4590","6590","20250108","6410","13.42","20250407","4505","23.2"
"7294","ヨロズ","東証PR","輸送用機器","20250502","994","-12","-1.19","1006","1006","1017","992","998.65","23000","0.09","22969","24905","706","1306","20250106","1212","17.99","20250409","839","18.47"
"7296","エフ・シー・シー","東証PR","輸送用機器","20250502","2940","18","0.62","2922","2936","2947","2924","2937.85","160700","0.31","472113","153046","2422","3425","20250321","3350","12.24","20250407","2480","18.55"
"7297","カーメイト","東証ST","輸送用機器","20250502","862","7","0.82","855","850","863","850","858.71","700","0.01","601","6835","705","1005","20250422","899","4.12","20250407","810","6.42"
"7299","フジオーゼックス","東証ST","輸送用機器","20250502","1365","6","0.44","1359","1359","1375","1355","1365.61","7200","0.07","9832","14032","1059","1659","20250327","1483","7.96","20250407","1100","24.09"
"7305","新家工業","東証ST","鉄鋼","20250502","4615","-15","-0.32","4630","4620","4645","4615","4630.66","9800","0.16","45381","27899","3930","5330","20250210","5460","15.48","20250407","3945","16.98"
"7309","シマノ","東証PR","輸送用機器","20250502","20550","220","1.08","20330","20330","20690","20275","20526.98","248300","0.28","5096849","1831416","15330","25330","20250319","22730","9.59","20250411","19080","7.7"
"7313","テイ・エステック","東証PR","輸送用機器","20250502","1617","-1","-0.06","1618","1630.5","1631.5","1615","1621.56","152300","0.11","246964","219912","1218","2018","20250106","1802","10.27","20250407","1396","15.83"
"7314","小田原機器","東証ST","輸送用機器","20250502","1008","-3","-0.3","1011","1011","1016","1008","1010.96","2300","0.07","2325","3206","711","1311","20250430","1311","23.11","20250407","925","8.97"
"7317","松屋アールアンドディ","東証GR","輸送用機器","20250502","644","2","0.31","642","637","650","637","642.86","10400","0.05","6686","13745","542","742","20250210","768","16.15","20250407","528","21.97"
"7318","セレンディップ・ホールディングス","東証GR","輸送用機器","20250502","1588","15","0.95","1573","1559","1590","1541","1572.63","9100","0.19","14311","7545","1173","1973","20250324","1974","19.55","20250407","1180","34.58"
"7320","Solvvy","東証GR","その他金融","20250502","2741","-22","-0.8","2763","2763","2763","2708","2728.57","11700","0.2","31924","16442","2263","3265","20250127","3400","19.38","20250407","2301","19.12"
"7322","三十三フィナンシャルグループ","東証PR","銀行","20250502","2191","-44","-1.97","2235","2230","2236","2174","2201.15","80400","0.31","176973","57333","1735","2735","20250321","2528","13.33","20250407","1770","23.79"
"7325","アイリックコーポレーション","東証GR","保険","20250502","688","-12","-1.71","700","704","704","681","693.85","3300","0.04","2290","5991","550","850","20250326","745","7.65","20250407","580","18.62"
"7326","SBIインシュアランスグループ","東証GR","保険","20250502","1079","1","0.09","1078","1071","1110","1062","1081.39","93100","0.38","100677","26781","778","1378","20250325","1221","11.63","20250407","893","20.83"
"7327","第四北越フィナンシャルグループ","東証PR","銀行","20250502","2969","-21","-0.7","2990","3040","3040","2926","2978.81","317800","0.35","946664","272809","2490","3490","20250321","3415","13.06","20250407","2303","28.92"
"7337","ひろぎんホールディングス","東証PR","銀行","20250502","1135","-25","-2.16","1160","1157.5","1159.5","1121.5","1136.27","983200","0.32","1117181","350460","860","1460","20250321","1298","12.56","20250407","895","26.82"
"7343","ブロードマインド","東証GR","保険","20250502","978","16","1.66","962","977","978","965","973.93","4600","0.08","4480","5757","812","1112","20250207","1630","40","20250407","811","20.59"
"7345","アイ・パートナーズフィナンシャル","東証GR","その他金融","20250502","568","-12","-2.07","580","570","570","558","564.3","5600","0.16","3160","2006","480","680","20250206","635","10.55","20250407","524","8.4"
"7347","マーキュリアホールディングス","東証PR","証券・先物","20250502","831","1","0.12","830","830","837","827","833.81","74400","0.35","62036","17908","680","980","20250502","837","0.72","20250407","661","25.72"
"7350","おきなわフィナンシャルグループ","東証PR","銀行","20250502","2371","-31","-1.29","2402","2415","2426","2334","2370.82","70100","0.3","166195","54572","1902","2902","20250324","2725","12.99","20250407","1942","22.09"
"7351","グッドパッチ","東証GR","サービス","20250502","665","-3","-0.45","668","667","683","662","669.66","21900","0.24","14666","6132","568","768","20250422","729","8.78","20250109","443","50.11"
"7352","TWOSTONE＆Sons","東証GR","サービス","20250502","1050","-54","-4.89","1104","1112","1117","1043","1066.55","336500","0.77","358893","45668","804","1404","20250212","1405","25.27","20250407","695","51.08"
"7353","KIYOラーニング","東証GR","サービス","20250502","711","-5","-0.7","716","716","729","711","719.64","2200","0.03","1583","4865","566","866","20250227","916","22.38","20250407","607","17.13"
"7354","ダイレクトマーケティングミックス","東証PR","サービス","20250502","230","-4","-1.71","234","232","240","223","233.05","895300","1.88","208651","10951","154","314","20250227","317","27.44","20250407","183","25.68"
"7356","Retty","東証GR","サービス","20250502","150","1","0.67","149","150","150","149","149.94","10900","0.07","1634","2247","99","199","20250217","176","14.77","20250407","125","20"
"7357","ジオコード","東証ST","サービス","20250502","600","1","0.17","599","600","605","600","600.53","4000","0.14","2402","1670","499","699","20250130","758","20.84","20250407","510","17.65"
"7358","ポピンズ","東証ST","サービス","20250502","1125","4","0.36","1121","1125","1134","1106","1119.85","10500","0.1","11758","11449","821","1421","20250129","1235","8.91","20250407","984","14.33"
"7359","東京通信グループ","東証GR","サービス","20250502","252","0","0","252","252","255","250","252.57","20000","0.2","5051","2539","172","332","20250109","340","25.88","20250407","183","37.7"
"7360","オンデック","東証GR","サービス","20250502","884","-59","-6.26","943","973","973","873","898.61","17100","0.6","15366","2531","793","1093","20250418","1207","26.76","20250409","712","24.16"
"7361","ヒューマンクリエイションホールディングス","東証GR","サービス","20250502","1229","3","0.24","1226","1230","1252","1223","1232.01","12600","0.35","15523","4391","926","1526","20250220","1420","13.45","20250407","943","30.33"
"7362","T.S.I","東証GR","サービス","20250502","864","34","4.1","830","825","881","804","857.02","25500","1.66","21854","1325","680","980","20250110","950","9.05","20250407","670","28.96"
"7363","ベビーカレンダー","東証GR","サービス","20250502","1376","-367","-21.06","1743","1800","1800","1376","1524.15","275600","29.27","420056","1296","1343","2143","20250502","1800","23.56","20250407","1005","36.92"
"7366","LITALICO","東証PR","サービス","20250502","1250","1","0.08","1249","1242","1250","1232","1241.44","223200","0.63","277090","44640","949","1549","20250423","1259","0.71","20250115","807","54.89"
"7367","セルム","東証ST","サービス","20250502","361","0","0","361","373","373","356","366.24","15200","0.06","5567","9328","281","441","20250128","386","6.48","20250407","277","30.32"
"7368","表示灯","東証ST","サービス","20250502","1588","3","0.19","1585","1585","1590","1585","1586.56","1800","0.04","2856","7496","1185","1985","20250214","1750","9.26","20250407","1400","13.43"
"7369","メイホーホールディングス","東証GR","サービス","20250502","676","-34","-4.79","710","710","710","668","682.39","9700","0.21","6619","3175","560","860","20250401","749","9.75","20250407","526","28.52"
"7370","Enjin","東証GR","サービス","20250502","770","6","0.79","764","764","770","763","766.02","6100","0.08","4673","5606","614","914","20250328","777","0.9","20250407","626","23"
"7371","Zenken","東証GR","サービス","20250502","598","24","4.18","574","574","598","574","590.49","46200","0.38","27281","7366","474","674","20250217","598","0","20250106","498","20.08"
"7372","デコルテ・ホールディングス","東証GR","サービス","20250502","301","10","3.44","291","291","301","291","296.51","6500","0.11","1927","1707","211","371","20250206","369","18.43","20250407","251","19.92"
"7373","アイドマ・ホールディングス","東証GR","サービス","20250502","1843","80","4.54","1763","1843","1843","1780","1819.51","123600","0.81","224891","28213","1363","2163","20250114","2091","11.86","20250407","1223","50.7"
"7374","コンフィデンス・インターワークス","東証GR","サービス","20250502","1424","-17","-1.18","1441","1460","1460","1424","1445.34","7000","0.1","10117","9553","1141","1741","20250210","1634","12.85","20250407","1256","13.38"
"7375","リファインバースグループ","東証GR","サービス","20250502","810","0","0","810","800","810","787","799.48","4000","0.12","3198","2712","660","960","20250217","875","7.43","20250409","628","28.98"
"7376","BCC","東証GR","サービス","20250502","-","0","0","1732","-","-","-","-","-","0","-","1939","1332","2132","20250423","1895","100","20250409","1579","-100"
"7377","DNホールディングス","東証ST","サービス","20250502","1986","7","0.35","1979","2016","2016","1979","1995.18","2800","0.03","5587","16722","1579","2379","20250502","2016","1.49","20250106","1646","20.66"
"7378","アシロ","東証GR","サービス","20250502","1679","-8","-0.47","1687","1687","1709","1655","1680.13","54100","0.73","90895","12392","1287","2087","20250324","1939","13.41","20250407","1323","26.91"
"7379","サーキュレーション","東証GR","サービス","20250502","643","1","0.16","642","645","645","635","643.05","4300","0.05","2765","5436","542","742","20250314","677","5.02","20250407","482","33.4"
"7380","十六フィナンシャルグループ","東証PR","銀行","20250502","4550","-125","-2.67","4675","4695","4695","4490","4569.17","130200","0.34","594906","172555","3975","5380","20250327","5290","13.99","20250407","3560","27.81"
"7381","北國フィナンシャルホールディングス","東証PR","銀行","20250502","4850","-60","-1.22","4910","4935","5010","4800","4887.98","119100","0.51","582159","113532","4210","5610","20250327","6230","22.15","20250407","4280","13.32"
"7383","ネットプロテクションズホールディングス","東証PR","その他金融","20250502","449","-3","-0.66","452","451","457","443","449.09","575900","0.58","258630","44589","372","532","20250217","568","20.95","20250407","366","22.68"
"7384","プロクレアホールディングス","東証PR","銀行","20250502","1575","-12","-0.76","1587","1590","1601","1564","1580.07","53000","0.18","83744","45138","1187","1987","20250321","1849","14.82","20250407","1303","20.87"
"7386","ジャパンワランティサポート","東証GR","その他金融","20250502","3345","5","0.15","3340","3335","3345","3335","3338.33","6600","0.26","22033","8340","2640","4040","20250304","3380","1.04","20250130","2400","39.38"
"7388","FPパートナー","東証PR","保険","20250502","2467","-8","-0.32","2475","2475","2495","2455","2471.38","153100","0.67","378368","56746","1975","2975","20250321","2664","7.39","20250107","2076","18.83"
"7389","あいちフィナンシャルグループ","東証PR","銀行","20250502","2550","-84","-3.19","2634","2616","2623","2520","2566.49","170100","0.35","436560","125268","2134","3135","20250326","3040","16.12","20250407","2172","17.4"
"7399","ナンシン","東証ST","輸送用機器","20250502","560","13","2.38","547","547","560","547","556.5","800","0.01","445","4316","447","647","20250205","584","4.11","20250407","490","14.29"
"7408","ジャムコ","東証PR","輸送用機器","20250502","1798","-1","-0.06","1799","1798","1799","1797","1797.52","78100","0.29","140387","48301","1399","2199","20250116","1800","0.11","20250114","1387","29.63"
"7409","AeroEdge","東証GR","輸送用機器","20250502","1930","-12","-0.62","1942","1974","1974","1930","1942","1500","0.04","2913","7416","1542","2342","20250324","2594","25.6","20250203","1714","12.6"
"7412","アトム","東証ST","小売","20250502","644","-5","-0.77","649","651","652","641","645.21","218000","0.11","140655","124652","549","749","20250107","687","6.26","20250407","585","10.09"
"7413","創健社","東証ST","卸売","20250502","2375","-54","-2.22","2429","2479","2479","2375","2423.5","1600","0.23","3878","1676","1929","2929","20250324","2605","8.83","20250407","2195","8.2"
"7414","小野建","東証PR","卸売","20250502","1484","3","0.2","1481","1481","1510","1461","1481.06","56900","0.23","84272","37284","1181","1781","20250310","1563","5.05","20250407","1250","18.72"
"7416","はるやまホールディングス","東証ST","小売","20250502","646","-4","-0.62","650","655","660","646","655.15","6000","0.04","3931","10649","550","750","20250317","660","2.12","20250130","536","20.52"
"7417","南陽","東証ST","卸売","20250502","1157","0","0","1157","1160","1166","1157","1160.66","6800","0.05","7893","15307","857","1457","20250324","1254","7.74","20250407","1022","13.21"
"7419","ノジマ","東証PR","小売","20250502","2535","-10","-0.39","2545","2539","2557","2512","2531.86","153200","0.15","387882","260038","2045","3045","20250327","2594","2.27","20250117","2108","20.26"
"7420","佐鳥電機","東証PR","卸売","20250502","1652","-7","-0.42","1659","1656","1667","1649","1656.47","79400","0.44","131524","29648","1259","2059","20250108","1793","7.86","20250407","1335","23.75"
"7421","カッパ・クリエイト","東証PR","小売","20250502","1467","-10","-0.68","1477","1478","1478","1454","1463.99","55900","0.11","81837","72491","1177","1777","20250106","1599","8.26","20250407","1314","11.64"
"7422","東邦レマック","東証ST","卸売","20250502","470","80","20.51","390","470","470","470","470","16300","0.32","7661","2407","310","470","20250130","542","13.28","20250409","342","37.43"
"7425","初穂商事","東証ST","卸売","20250502","1869","16","0.86","1853","1860","1881","1860","1871.67","600","0.02","1123","6505","1453","2253","20250422","1905","1.89","20250407","1442","29.61"
"7426","山大","東証ST","卸売","20250502","1081","-21","-1.91","1102","1100","1117","1081","1091.76","6200","0.52","6769","1284","802","1402","20250226","1750","38.23","20250407","852","26.88"
"7427","エコートレーディング","東証ST","卸売","20250502","830","-2","-0.24","832","832","839","825","831.42","10800","0.18","8979","5043","682","982","20250107","942","11.89","20250407","710","16.9"
"7433","伯東","東証PR","卸売","20250502","3830","-5","-0.13","3835","3840","3925","3780","3852.3","121900","0.58","469595","80956","3135","4535","20250214","4640","17.46","20250407","3330","15.02"
"7434","オータケ","東証ST","卸売","20250502","1815","-10","-0.55","1825","1825","1825","1802","1812.38","3400","0.08","6162","7776","1425","2225","20250110","1964","7.59","20250407","1587","14.37"
"7435","ナ・デックス","東証ST","卸売","20250502","878","-4","-0.45","882","882","883","878","879.86","2900","0.03","2552","7957","732","1032","20250328","939","6.5","20250313","835","5.15"
"7438","コンドーテック","東証PR","卸売","20250502","1402","-10","-0.71","1412","1415","1433","1382","1406.7","51100","0.19","71882","36935","1112","1712","20250328","1462","4.1","20250407","1205","16.35"
"7442","中山福","東証ST","卸売","20250502","391","-1","-0.26","392","394","394","391","392.01","6900","0.03","2705","7904","312","472","20250324","402","2.74","20250130","345","13.33"
"7443","横浜魚類","東証ST","卸売","20250502","598","-1","-0.17","599","601","601","592","594.94","1700","0.03","1011","3761","499","699","20250220","668","10.48","20250407","578","3.46"
"7444","ハリマ共和物産","東証ST","卸売","20250502","2050","18","0.89","2032","2030","2050","2030","2045","400","0.01","818","11155","1532","2532","20250428","2196","6.65","20250407","1784","14.91"
"7445","ライトオン","東証ST","小売","20250502","243","-10","-3.95","253","253","257","243","248.55","185100","0.52","46007","8636","173","333","20250109","313","22.36","20250407","178","36.52"
"7446","東北化学薬品","東証ST","卸売","20250502","4100","15","0.37","4085","4110","4120","4100","4109.41","1700","0.18","6986","3936","3385","4785","20250410","4340","5.53","20250417","3690","11.11"
"7447","ナガイレーベン","東証PR","卸売","20250502","2106","15","0.72","2091","2091","2117","2091","2104.67","28100","0.08","59141","75260","1591","2591","20250106","2219","5.09","20250228","1725","22.09"
"7450","サンデー","東証ST","小売","20250502","1078","-2","-0.19","1080","1082","1082","1068","1076.48","2300","0.02","2476","11625","780","1380","20250402","1148","6.1","20250407","973","10.79"
"7451","三菱食品","東証ST","卸売","20250502","5350","10","0.19","5340","5340","5390","5300","5348.76","60700","0.14","324670","232924","4340","6340","20250502","5390","0.74","20250407","4470","19.69"
"7453","良品計画","東証PR","小売","20250502","4769","106","2.27","4663","4640","4784","4628","4742.94","4062100","1.45","19266293","1339040","3963","5363","20250421","4972","4.08","20250311","3310","44.08"
"7455","パリミキホールディングス","東証ST","小売","20250502","276","-2","-0.72","278","279","280","273","276.31","49300","0.09","13622","15491","198","358","20250127","315","12.38","20250408","243","13.58"
"7456","松田産業","東証PR","卸売","20250502","3385","-50","-1.46","3435","3435","3435","3360","3393.61","71100","0.26","241286","91086","2735","4135","20250423","3835","11.73","20250407","2710","24.91"
"7458","第一興商","東証PR","卸売","20250502","1635.5","-5","-0.3","1640.5","1640.5","1649.5","1628","1637.66","191800","0.18","314104","179036","1240.5","2040.5","20250107","1854","11.79","20250407","1530","6.9"
"7459","メディパルホールディングス","東証PR","卸売","20250502","2439.5","11.5","0.47","2428","2429","2451.5","2423","2440.55","317800","0.14","775606","534802","1928","2928","20250502","2451.5","0.49","20250409","2156","13.15"
"7460","ヤギ","東証ST","卸売","20250502","2062","35","1.73","2027","2040","2062","2036","2041.27","1500","0.02","3062","18847","1527","2527","20250106","2197","6.14","20250407","1718","20.02"
"7461","キムラ","東証ST","卸売","20250502","458","-5","-1.08","463","464","466","451","457.27","4500","0.03","2058","6952","383","543","20250127","539","15.03","20250407","391","17.14"
"7462","CAPITA","東証ST","小売","20250502","330","-2","-0.6","332","332","334","328","330.58","2400","0.06","793","1357","252","412","20250110","428","22.9","20250407","280","17.86"
